Subset,N,Accuracy,DI_RACE,Fair_DI_RACE,SPD_RACE,Fair_SPD_RACE,EOPP_RACE,Fair_EOPP_RACE,EOD_RACE,Fair_EOD_RACE,TI_RACE,Fair_TI_RACE,PP_RACE,Fair_PP_RACE,CAL_RACE,Fair_CAL_RACE,DI_SEX,Fair_DI_SEX,SPD_SEX,Fair_SPD_SEX,EOPP_SEX,Fair_EOPP_SEX,EOD_SEX,Fair_EOD_SEX,TI_SEX,Fair_TI_SEX,PP_SEX,Fair_PP_SEX,CAL_SEX,Fair_CAL_SEX,DI_ETHNICITY,Fair_DI_ETHNICITY,SPD_ETHNICITY,Fair_SPD_ETHNICITY,EOPP_ETHNICITY,Fair_EOPP_ETHNICITY,EOD_ETHNICITY,Fair_EOD_ETHNICITY,TI_ETHNICITY,Fair_TI_ETHNICITY,PP_ETHNICITY,Fair_PP_ETHNICITY,CAL_ETHNICITY,Fair_CAL_ETHNICITY,DI_AGE_GROUP,Fair_DI_AGE_GROUP,SPD_AGE_GROUP,Fair_SPD_AGE_GROUP,EOPP_AGE_GROUP,Fair_EOPP_AGE_GROUP,EOD_AGE_GROUP,Fair_EOD_AGE_GROUP,TI_AGE_GROUP,Fair_TI_AGE_GROUP,PP_AGE_GROUP,Fair_PP_AGE_GROUP,CAL_AGE_GROUP,Fair_CAL_AGE_GROUP
11,10000,0.8775,0.5339930052034462,0,0.229653606860602,0,0.125,0,0.125,0,0.030470259447277572,1,0.042326732673267364,1,0.4359222537857858,0,0.7327408472700512,0,0.14270630230674625,0,0.05559512117012744,1,0.05559512117012744,1,0.0006882270190749704,1,0.009973045435087147,1,0.05520543999249794,0,0.812405051201466,1,0.08789540679427926,1,0.05931593922772638,1,0.05931593922772638,1,0.005184672141032097,1,0.015185306327276327,1,0.07603085372383911,0,0.27764824223863926,0,0.4511116228166631,0,0.21952772404900067,0,0.21952772404900067,0,0.009761825387569131,1,0.0717590881539849,1,0.2102803048903597,0
12,10000,0.8742,0.7644999650406692,0,0.12075960259096674,0,0.11744885679903727,0,0.11744885679903727,0,0.018446353765891585,1,0.04649548924358082,1,0.47505877365682225,0,0.7517213777515745,0,0.1294951429039603,0,0.04239682564189651,1,0.05654389442842675,1,0.00489468816636416,1,0.0029060260959283823,1,0.05402401321107422,0,0.8652830444203683,1,0.0613993465035626,1,0.01364509561340288,1,0.019247115526817904,1,0.0017621063872568649,1,0.0072567235396182594,1,0.063064247481669,0,0.2939655263463631,0,0.42661388880911577,0,0.21141234084866656,0,0.21141234084866656,0,0.014900520669684288,1,0.04707323406001196,1,0.2446691020264311,0
13,10000,0.8815,0.6897194677515044,0,0.15390112661846306,0,0.06461850101282918,1,0.06461850101282918,1,0.01842050008223857,1,0.0872560275545351,1,0.4716904787625569,0,0.7525694442665432,0,0.12962600503351768,0,0.05405070593593442,1,0.05405070593593442,1,0.0017413821957526845,1,0.010477776461945254,1,0.07422712460173031,0,0.7958206457413592,0,0.09525958699844472,1,0.048298414535035805,1,0.048298414535035805,1,0.000786785955304875,1,0.005158869045366887,1,0.05954768547710815,0,0.28263546798029554,0,0.441905929038282,0,0.19602924576327463,0,0.19602924576327463,0,0.015224608805883569,1,0.04456654456654452,1,0.12812973082379964,0
14,10000,0.8711,0.42719440416275695,0,0.2822851858079704,0,0.40909090909090906,0,0.40909090909090906,0,0.02284202197042675,1,0.13607594936708856,0,0.52302011457091,0,0.7641963571838631,0,0.12237249661784017,0,0.032807948454825486,1,0.04869612572534561,1,0.006784062632400223,1,0.007765653375444104,1,0.05882581124150604,0,0.8750194185679008,1,0.05700508882382871,1,0.02101785249559507,1,0.02101785249559507,1,0.0006628865065768513,1,0.011795787250796441,1,0.05953021002517639,0,0.291925419486977,0,0.43618455193860073,0,0.19124791653284023,0,0.19124791653284023,0,0.015275514861179486,1,0.09443333116412167,1,0.16482142586019594,0
15,10000,0.8809,0.7438902743142145,0,0.1347945924662029,0,0.09801782142207682,1,0.13546160483175151,0,0.04786787676910363,1,0.10964777947932614,0,0.5823625747946776,0,0.7521314469120481,0,0.13216494864022799,0,0.03793437830450619,1,0.052171117493248736,1,0.006574112317626925,1,0.0025966497715460557,1,0.07954510624568156,0,0.8158988740743577,1,0.08712177163556206,1,0.02551280396422906,1,0.02870622059762354,1,0.0027062468384710867,1,0.004797649267544557,1,0.09915392805843742,0,0.3009266701132597,0,0.4372955131687899,0,0.15470322271644998,0,0.15470322271644998,0,0.018486307127950963,1,0.03368059013022806,1,0.30021782746123127,0
16,10000,0.8752,0.5369200779727096,0,0.249663695981167,0,0.04984349805558186,1,0.13774597495527727,0,0.020166348519184182,1,0.13093709884467264,0,0.4290488216593087,0,0.7763372681797671,0,0.11626276841178312,0,0.03633042178713686,1,0.04030011063848225,1,0.001372302826282451,1,0.01001351579415033,1,0.07912537140537268,0,0.8124144910715794,1,0.0882038318630663,1,0.02207076685758136,1,0.025494763821927474,1,0.0019065763389890314,1,0.012549595157749005,1,0.06674720291686997,0,0.3116253021599257,0,0.4225793440862683,0,0.19225646626355186,0,0.19225646626355186,0,0.01577747647611645,1,0.08334621375153073,1,0.22530853515921778,0
17,10000,0.8811,0.6513483048643024,0,0.16903480746594923,0,0.07218766200103677,1,0.07218766200103677,1,0.03253028582946721,1,0.059523809523809534,1,0.4271904892699028,0,0.7497756733740251,0,0.12883180806833333,0,0.0305820349838396,1,0.04702721610234392,1,0.004112883118347996,1,0.006324197168536605,1,0.061822952471530024,0,0.8236986962475936,1,0.0800665448672378,1,0.017073704302112414,1,0.017073704302112414,1,0.0034365364318463126,1,0.022774662236144327,1,0.07852314131456994,0,0.26887703713488437,0,0.4404292989575873,0,0.22520974767900026,0,0.22520974767900026,0,0.0212212591247902,1,0.06531296192466485,1,0.18175911162719274,0
18,10000,0.8768,0.7252565375703408,0,0.13956616781570547,0,0.15076923076923077,0,0.15076923076923077,0,0.04546671285913176,1,0.17565139263252472,0,0.7650218164615334,0,0.7287866586397505,0,0.14510825915266717,0,0.05081662041648782,1,0.06814650972142736,1,0.00404990331130671,1,0.008355034450261978,1,0.08931209286319813,0,0.7983204016193995,0,0.09424823857308201,1,0.037477120262760066,1,0.037477120262760066,1,0.001185716588983636,1,0.021465280953515298,1,0.058023770214305936,0,0.2940288573891166,0,0.4344311361863946,0,0.1866111892483201,0,0.1866111892483201,0,0.013074273587499172,1,0.058325805480277104,1,0.2817624510231098,0
19,10000,0.8792,0.7853372703211298,0,0.1117892170532136,0,0.04148892470060361,1,0.06701275932045163,1,0.03154863150917372,1,0.022312799394907157,1,0.4731972133344714,0,0.763952892985151,0,0.12359249329758715,0,0.027518056675043034,1,0.044918411450464824,1,0.005314491724420313,1,0.009941765459592355,1,0.05706608973846261,0,0.8444064795509779,1,0.07246938498750938,1,0.01890353413899115,1,0.04058821361677992,1,0.012384227451697719,1,0.01589054834624637,1,0.09020268597199399,0,0.2955055251227805,0,0.433170005807201,0,0.1581467128164168,0,0.1581467128164168,0,0.01907604061124607,1,0.07259462474186396,1,0.36170755255334475,0
20,10000,0.8743,0.6556690233045299,0,0.1658399192870355,0,0.09402985074626868,1,0.09402985074626868,1,0.02373910187233262,1,0.13557213930348255,0,0.36412779474998175,0,0.771348886626234,0,0.1161522460223759,0,0.029471485059720415,1,0.03735974591811733,1,0.005099274041138323,1,0.014908886756771822,1,0.101594526252757,0,0.8574032372034049,1,0.06444828042657702,1,0.02565236226625678,1,0.02565236226625678,1,0.0014029389927392721,1,0.003561690524880645,1,0.08566735067749282,0,0.2902630774272547,0,0.4298453700281938,0,0.19957097276427593,0,0.19957097276427593,0,0.016653206663218532,1,0.14710178800981655,0,0.19385918088201115,0
21,10000,0.8829,0.5845500848896434,0,0.20573398352110306,0,0.23490794919366353,0,0.23490794919366353,0,0.02144273840732499,1,0.2587976539589443,0,0.7035070466739652,0,0.7676871027629724,0,0.11914951500287246,0,0.03895630817493245,1,0.04782170255219835,1,0.006374389530361457,1,0.001246962465681789,1,0.06657516228196436,0,0.8640924332954925,1,0.061765876372925854,1,0.025852018659706544,1,0.025852018659706544,1,0.001758977989818361,1,0.00928383143450684,1,0.05909619203276151,0,0.2665557199482053,0,0.4492587422178058,0,0.20536233305085339,0,0.20536233305085339,0,0.0215160344024483,1,0.046385436723262674,1,0.24094232850763564,0
22,10000,0.8833,0.6692434210526316,0,0.16907684546830332,0,0.2367424242424242,0,0.2367424242424242,0,0.046498935860398445,1,0.06429391504018367,1,0.39163146185658215,0,0.7273279443787517,0,0.1451534122179417,0,0.04193168906358535,1,0.05416401555319901,1,0.006918530740673938,1,0.00539732267928994,1,0.0898193715141189,0,0.8727968079180147,1,0.058120224127534814,1,0.017393562055697198,1,0.017393562055697198,1,0.001148039116961569,1,0.013326525568675307,1,0.06713921164485925,0,0.30282195434197406,0,0.42449672593103166,0,0.14589124448620572,0,0.14589124448620572,0,0.018852462719173096,1,0.056059771567875005,1,0.15967078064812074,0
23,10000,0.8786,0.698720700609599,0,0.1475113502606356,0,0.08819538670284932,1,0.08819538670284932,1,0.017239231401444434,1,0.1443091981428033,0,0.7852271433511175,0,0.7732988790207276,0,0.11785741828688212,0,0.034044865684421666,1,0.04847617197673275,1,0.0069913696487862095,1,0.00019582019628971992,1,0.07946578832100715,0,0.8526719913107392,1,0.06833658149714578,1,0.0006146522637512364,1,0.030045259721772646,1,0.006376345689595303,1,0.004628399058107191,1,0.07379953703840847,0,0.3178515160870671,0,0.42770389683836707,0,0.17124787578755918,0,0.17124787578755918,0,0.021353262260363187,1,0.02921958948726522,1,0.21835366781275356,0
24,10000,0.8801,0.5314091680814941,0,0.2320497729947873,0,0.30691056910569103,0,0.30691056910569103,0,0.05577562681693168,1,0.21250000000000002,0,0.798458686365101,0,0.7556668849923586,0,0.12710736564663455,0,0.036552176999077646,1,0.048851020249346094,1,0.0005534816906889242,1,0.007017222550076974,1,0.06343923200818219,0,0.8040752351097178,1,0.09090909090909094,1,0.015625053308905068,1,0.03421469249444116,1,0.0053549077644101176,1,0.0020055257710930308,1,0.07950507556980371,0,0.27520912165918054,0,0.45231438256682,0,0.1894426431833931,0,0.1894426431833931,0,0.017137778768202834,1,0.052392086330935284,1,0.24841805910747727,0
25,10000,0.8789,0.4554935726412806,0,0.283125945855053,0,0.2142857142857143,0,0.2142857142857143,0,0.018312858836506372,1,0.2427035330261137,0,0.4062057569030166,0,0.7604404009070206,0,0.12466008123432865,0,0.03152320310887069,1,0.05397647975978073,1,0.005789537555307374,1,0.0028820084873328877,1,0.07631357585305248,0,0.8175384824237568,1,0.08466174527789616,1,0.0266791311544311,1,0.028554448607212707,1,0.0004923324520178796,1,0.0037576743070973917,1,0.11517739998559379,0,0.28713615342315457,0,0.44321753128327934,0,0.18306352965878592,0,0.18306352965878592,0,0.016604408929323446,1,0.0456311540194565,1,0.3458804469090338,0
26,10000,0.8746,0.6336032388663968,0,0.197830839078527,0,0.08934770692490412,1,0.09961605584642233,1,0.03827428369919819,1,0.0596082883905763,1,0.5575385710019058,0,0.7459983769864343,0,0.13673293891029176,0,0.05143080479040818,1,0.05143080479040818,1,0.0038633546436631153,1,0.023315269687722906,1,0.05827062640993491,0,0.8508791846413886,1,0.07023109368502345,1,0.01731179126698623,1,0.0222169284804815,1,0.0024294376015817007,1,0.00857182351226704,1,0.054760591202925424,0,0.31798051372896374,0,0.42364998729370773,0,0.17906821646341464,0,0.17906821646341464,0,0.021275090778311752,1,0.11053393866807792,0,0.42222177311401593,0
27,10000,0.8765,0.5366020915480885,0,0.22725744072641668,0,0.16883116883116878,0,0.16883116883116878,0,0.02967823397933132,1,0.08273615635179143,1,0.26110404311173496,0,0.7512692773031887,0,0.1320015358212453,0,0.0411672715212662,1,0.05348993242168315,1,0.003060213046429547,1,0.004468506883472001,1,0.07049324202177187,0,0.8306405854145372,1,0.07940025056242161,1,0.007879532960908153,1,0.049469245452066546,1,0.0104791340366591,1,0.02741519164788908,1,0.08810124761603255,0,0.27681418566532556,0,0.45547042190427356,0,0.21467904342353683,0,0.21467904342353683,0,0.020012800658033993,1,0.09506903353057194,1,0.1849451789645586,0
28,10000,0.8786,0.46993076987238297,0,0.26715150496048434,0,0.21304347826086956,0,0.21304347826086956,0,0.01742563536934237,1,0.11128719845043145,0,0.6388335116712838,0,0.7859839917860288,0,0.1105015438844153,0,0.025012056679082906,1,0.04859606092459694,1,0.004834291339629572,1,0.0023821110506300203,1,0.06887529058783992,0,0.8854908906010308,1,0.05277210483128508,1,0.013676122931442158,1,0.016906860544360497,1,0.0012412402872987865,1,0.005039175105329363,1,0.05773447721250358,0,0.283556705306107,0,0.4486013832482648,0,0.18368515205724512,0,0.18368515205724512,0,0.016500388150460385,1,0.051238334529791874,1,0.15064523036332622,0
29,10000,0.8726,0.6255829447035309,0,0.1890028585841601,0,0.07912658091017188,1,0.07912658091017188,1,0.03303080350983861,1,0.05432489451476785,1,0.6264068122440826,0,0.7815925683774654,0,0.11113652494067028,0,0.02757095997236192,1,0.05007825106810351,1,0.007458912025661381,1,0.0026362655615870256,1,0.05824328946087537,0,0.8431820992481939,1,0.07178543749332644,1,0.010383244064783193,1,0.028670116662941267,1,0.004389540346888897,1,7.918220617408878e-06,1,0.08675057609040904,0,0.2930428709663848,0,0.4353168052641123,0,0.15816262662173464,0,0.15816262662173464,0,0.02408947776358719,1,0.05996012109161519,1,0.33684690395091155,0
30,10000,0.8817,0.631578947368421,0,0.1842105263157895,0,0.13533834586466165,0,0.13533834586466165,0,0.014714429824775173,1,0.05733162830349525,1,0.4210257823015837,0,0.7434535328910908,0,0.13558629820724838,0,0.03357457787192197,1,0.06812639806680422,1,0.009909212055451228,1,0.01543099708743878,1,0.05668633269501305,0,0.816266249649144,1,0.08577969393196005,1,0.0199434934352668,1,0.0289350614025541,1,0.0015471921547007897,1,0.004169191919191961,1,0.06649386633961807,0,0.29484714536402384,0,0.43879421941346114,0,0.13419163340205575,0,0.14502393018018017,0,0.01985246599486549,1,0.04330765527202707,1,0.3480059985919831,0
