Model,Attribute,DI,SPD,EOPP,EOD,TI,PP,CAL,N_Fair,Fair_DI
AdaBoost,AGE_GROUP,0.19668799225888794,0.49728790328873224,0.3950109142959385,0.3950109142959385,0.0038654738505108817,0.0588368179289811,0.1941224592504756,2,N
GradientBoosting,RACE,0.6456278569494839,0.17653580529842644,0.06783184453087365,0.06783184453087365,0.004201510712124802,0.09710915365290018,0.17439541640392686,4,N
GradientBoosting,SEX,0.750786352602007,0.12912258835900908,0.044638762481170824,0.05580618947635631,0.0028258989195631135,0.0017159723019285478,0.044254947455794835,5,N
GradientBoosting,ETHNICITY,0.8188926877007198,0.08315040678120761,0.03161998636638852,0.03161998636638852,0.0017862234874464547,0.002914269572741768,0.03182819584946378,7,Y
GradientBoosting,AGE_GROUP,0.2618590047772287,0.45733498625666735,0.24369248397375076,0.24369248397375076,0.011685236100924576,0.06991272519140168,0.0899556666680823,2,N
DecisionTree,RACE,0.6464503372353458,0.1751338578169715,0.09589439686527057,0.09589439686527057,0.012973280071889887,0.0967741195575883,0.19815554559230802,4,N
DecisionTree,SEX,0.7504023869605763,0.12860422014459627,0.04610326577494295,0.06496982414973826,0.005746119377222969,0.004529629173382843,0.04920857657843469,5,N
DecisionTree,ETHNICITY,0.828718372181169,0.07795970899390658,0.030904588712329373,0.030904588712329373,0.00092389858161461,0.013258547074596061,0.059968631993484456,6,Y
DecisionTree,AGE_GROUP,0.281264323986267,0.4356940713843717,0.23398067994310612,0.23398067994310612,0.018207203141755002,0.10377095142449777,0.0777289438072879,1,N
CatBoost,RACE,0.6102828352648194,0.19283099641056817,0.08574273622817319,0.08574273622817319,0.00494898253382791,0.05949308007630183,0.16938097278344372,4,N
CatBoost,SEX,0.7429783914014086,0.13314153420824265,0.05114056480145579,0.06303295441939949,0.002289817300362061,0.00041364079341976723,0.03506514377159642,5,N
CatBoost,ETHNICITY,0.8202873167233634,0.08197638884876052,0.031616039299426246,0.032205372713722424,0.0013597680987789684,0.004981091261225368,0.02708743993395124,7,Y
CatBoost,AGE_GROUP,0.24928562103145996,0.4647937753955911,0.2768508921745637,0.2768508921745637,0.011598914251504347,0.06901430297310474,0.06038778130748934,2,N
DNN (PyTorch),RACE,0.6250158448158734,0.18369544599624804,0.13753883656796284,0.13753883656796284,0.005115384275320427,0.11744429188963657,0.28250743711695947,1,N
DNN (PyTorch),SEX,0.7406428578869846,0.13464952242664574,0.0528448617014694,0.07113242275164001,0.0026560163097141265,0.0006503974947309477,0.03559534644315798,5,N
DNN (PyTorch),ETHNICITY,0.8134774885287779,0.08528817916526427,0.039791130060796154,0.039791130060796154,0.0004313012500838029,0.007322258717704977,0.02087778805943319,7,Y
DNN (PyTorch),AGE_GROUP,0.2428537109629782,0.473130486790287,0.30384155023124426,0.30384155023124426,0.010310776630326542,0.0742600009537937,0.1108539623550222,2,N
Stacking Ensemble,RACE,0.658874469578611,0.17233754291527453,0.045743900112832137,0.045743900112832137,0.006595630177393723,0.09308555617699377,0.3057532237388357,4,N
Stacking Ensemble,SEX,0.7565062807587786,0.12685874565452404,0.039111986222432726,0.05407156669161875,0.005878501061496275,0.0021040955103475145,0.09372728089003313,4,N
Stacking Ensemble,ETHNICITY,0.8273767513850534,0.07984236403016998,0.02286074380806813,0.03024459824505453,0.003608071069799011,0.002317574524305255,0.08000389634089322,6,Y
Stacking Ensemble,AGE_GROUP,0.280056881482688,0.4455696797593964,0.20361403261456934,0.20361403261456934,0.017997687507278343,0.06562092276269382,0.09511473177939223,2,N
LGB-XGB Blend,RACE,0.651643609221318,0.17644181253938596,0.052772896494517885,0.052772896494517885,0.0051387016478505534,0.09463124617987984,0.24526283640163227,4,N
LGB-XGB Blend,SEX,0.7612648534660794,0.12397142186966964,0.03595741321754087,0.04875927675427351,0.004635460083581844,0.004063059943194114,0.02614781875456751,5,N
LGB-XGB Blend,ETHNICITY,0.8302202897277289,0.07848419425002934,0.018896035008931444,0.029225097046877258,0.0025180247148964205,0.0010322960963649042,0.033898257051058756,7,Y
LGB-XGB Blend,AGE_GROUP,0.29088367231681644,0.4361322989540718,0.183986206672197,0.183986206672197,0.013829989883637886,0.07034926818358123,0.0652667547652459,2,N
